replicate_ID,DepMap_ID,pDNA_batch
C8166-311cas9_RepB_p6_batch3,ACH-000206,3
BICR31-311Cas9_RepA_p6_batch3,ACH-000228,3
BICR31-311Cas9_RepB_p6_batch3,ACH-000228,3
DEL-311cas9_RepA_p6_batch3,ACH-000233,3
KASUMI-1-311cas9_RepA_p6_batch3,ACH-000263,3
KASUMI-1-311cas9_RepB_p6_batch3,ACH-000263,3
Hs852.T-311Cas9_RepA_p5_batch3,ACH-000274,3
Hs852.T-311Cas9_RepB_p5_batch3,ACH-000274,3
SNU-886-311Cas9_RepA_p6_batch3,ACH-000316,3
SNU-886-311Cas9_RepB_p6_batch3,ACH-000316,3
TE10-311Cas9_RepA_p6_batch3,ACH-000318,3
TE10-311Cas9_RepB_p6_batch3,ACH-000318,3
MPP 89-311Cas9_RepA_p5_batch3,ACH-000319,3
MPP 89-311Cas9_RepB_p5_batch3,ACH-000319,3
IST-MES2-311Cas9_RepA_p6_batch3,ACH-000331,3
IST-MES2-311Cas9_RepB_p6_batch3,ACH-000331,3
DB-311Cas9_RepA_p3_batch3,ACH-000334,3
DB-311Cas9_RepB_p3_batch3,ACH-000334,3
NCIH3122-311Cas9_RepA_p6_batch3,ACH-000337,3
NCIH3122-311Cas9_RepB_p6_batch3,ACH-000337,3
SK-MM-2-311Cas9_RepB_p6_batch3,ACH-000363,3
SUDHL4-311Cas9_RepA_p6_batch3,ACH-000365,3
SUDHL4-311Cas9_RepB_p6_batch3,ACH-000365,3
OCI-MY7-311Cas9_RepA_p6_batch3,ACH-000436,3
OCI-MY7-311Cas9_RepB_p6_batch3,ACH-000436,3
SNU1196-311cas9_RepB_p6_batch3,ACH-000461,3
SNU-216-311cas9_RepA_p4_batch3,ACH-000466,3
SNU-216-311cas9_RepB_p4_batch3,ACH-000466,3
YH-13-311Cas9_RepA_p6_batch3,ACH-000469,3
YH-13-311Cas9_RepB_p6_batch3,ACH-000469,3
HSC2-311cas9_RepA_p5_batch3,ACH-000472,3
HSC2-311cas9_RepB_p5_batch3,ACH-000472,3
NCIH292-311Cas9_RepA_p6_batch3,ACH-001075,3
VMRC-RCW-311Cas9_RepA_p4_batch3,ACH-000484,3
F36P-311cas9_RepA_p6_batch3,ACH-000487,3
F36P-311cas9_RepB_p6_batch3,ACH-000487,3
TE11-311cas9_RepA_p6_batch3,ACH-000488,3
TE11-311cas9_RepB_p6_batch3,ACH-000488,3
BICR16-311Cas9_RepA_p6_batch3,ACH-000503,3
BICR16-311Cas9_RepB_p6_batch3,ACH-000503,3
Calu-1-311Cas9_RepA_p6_batch3,ACH-000511,3
Calu-1-311Cas9_RepB_p6_batch3,ACH-000511,3
INA-6-311cas9_RepA_p5_batch3,ACH-000512,3
SNU761-311Cas9_RepB_p6_batch3,ACH-000537,3
SNU1076-311cas9_RepA_p6_batch3,ACH-000549,3
SNU1076-311cas9_RepB_p6_batch3,ACH-000549,3
AML193-311cas9_RepA_p6_batch3,ACH-000557,3
AML193-311cas9_RepB_p6_batch3,ACH-000557,3
HS746T-311Cas9_RepA_p6_batch3,ACH-000616,3
HS746T-311Cas9_RepB_p6_batch3,ACH-000616,3
PECAPJ15-311Cas9_RepA_p6_batch3,ACH-000619,3
PECAPJ15-311Cas9_RepB_p6_batch3,ACH-000619,3
KYSE-520-311Cas9_RepA_p6_batch3,ACH-000637,3
JJN-3-311Cas9_RepA_p5_batch3,ACH-000653,3
JJN-3-311Cas9_RepB_p5_batch3,ACH-000653,3
KMS18-311cas9_RepA_p6_batch3,ACH-000658,3
KMS18-311cas9_RepB_p6_batch3,ACH-000658,3
CORL23-311cas9_RepA_p4_batch3,ACH-000662,3
TE-9-311Cas9_RepA_p6_batch3,ACH-000694,3
TE-9-311Cas9_RepB_p6_batch3,ACH-000694,3
A3/KAW-311cas9_RepA_p6_batch3,ACH-000697,3
A3/KAW-311cas9_RepB_p6_batch3,ACH-000697,3
PE/CA-PJ41(cloneD2)-311Cas9_RepA_p6_batch3,ACH-000732,3
PE/CA-PJ41(cloneD2)-311Cas9_RepB_p6_batch3,ACH-000732,3
SNU601-311Cas9_RepA_p5_batch3,ACH-000736,3
SNU601-311Cas9_RepB_p5_batch3,ACH-000736,3
MKN74-311Cas9_RepA_p5_batch3,ACH-000758,3
MKN74-311Cas9_RepB_p5_batch3,ACH-000758,3
SEM-311cas9_RepA_p6_batch3,ACH-000782,3
SEM-311cas9_RepB_p6_batch3,ACH-000782,3
NCI-H446-311cas9_RepA_p6_batch3,ACH-000800,3
NCI-H446-311cas9_RepB_p6_batch3,ACH-000800,3
RPMI8226-311Cas9_RepA_p6_batch3,ACH-000817,3
RPMI8226-311Cas9_RepB_p6_batch3,ACH-000817,3
HCC366-311cas9_RepA_p5_batch3,ACH-000840,3
HCC366-311cas9_RepB_p5_batch3,ACH-000840,3
KYSE-150-311Cas9_RepA_p6_batch3,ACH-000855,3
KYSE-150-311Cas9_RepB_p6_batch3,ACH-000855,3
NCI-H1048-311cas9_RepA_p6_batch3,ACH-000866,3
NCI-H526-311cas9_RepA_p6_batch3,ACH-000767,3
NCI-H526-311cas9_RepB_p6_batch3,ACH-000767,3
SCC25-311Cas9_RepA_p6_batch3,ACH-000188,3
SCC25-311Cas9_RepB_p6_batch3,ACH-000188,3
SK-MM-2-311Cas9_RepA_p6_batch3,ACH-000363,3
NCI-H1048-311cas9_RepB_p6_batch3,ACH-000866,3
KMM-1-311Cas9_RepA_p6_batch3,ACH-000889,3
KMM-1-311Cas9_RepB_p6_batch3,ACH-000889,3
NALM-6-311CAS9_RepA_p6_batch3,ACH-000938,3
NALM-6-311CAS9_RepB_p6_batch3,ACH-000938,3
HEC265-311Cas9_RepA_p6_batch3,ACH-000946,3
HEC265-311Cas9_RepB_p6_batch3,ACH-000946,3
2313287-311Cas9_RepA_p5_batch3,ACH-000948,3
2313287-311Cas9_RepB_p5_batch3,ACH-000948,3
SKMEL2-311Cas9_RepA_p4_batch3,ACH-001190,3
SKMEL2-311Cas9_RepB_p4_batch3,ACH-001190,3
SCS214-311Cas9_RepA_p5_batch3,ACH-001280,3
SCS214-311Cas9_RepB_p5_batch3,ACH-001280,3
TC106-311Cas9_RepA_p6_batch3,ACH-001283,3
TC106-311Cas9_RepB_p6_batch3,ACH-001283,3
A431-311cas9_RepA_p6_batch3,ACH-001328,3
A431-311cas9_RepB_p6_batch3,ACH-001328,3
SEMK2-311Cas9_RepA_p3_batch3,ACH-001735,3
SEMK2-311Cas9_RepB_p3_batch3,ACH-001735,3
HB11;19-311CAS9_RepA_p6_batch3,ACH-001736,3
HB11;19-311CAS9_RepB_p6_batch3,ACH-001736,3
HSB-2-311cas9_RepB_p4_batch3,ACH-001737,3
DEL-311cas9_RepB_p6_batch3,ACH-000233,3
TC32-311Cas9_RepA_p6_batch3,ACH-001205,3
TC32-311Cas9_RepB_p6_batch3,ACH-001205,3
HCC2450-311Cas9_RepA_p6_batch3,ACH-000975,3
HCC2450-311Cas9_RepB_p6_batch3,ACH-000975,3
SKPNDW-311Cas9_RepA_p6_batch3,ACH-001193,3
SKPNDW-311Cas9_RepB_p6_batch3,ACH-001193,3
EW502-311Cas9_RepA_p6_batch3,ACH-000279,3
EW502-311Cas9_RepB_p6_batch3,ACH-000279,3
Pa-1-311cas9_RepA_p5_batch3,ACH-001374,3
Pa-1-311cas9_RepB_p5_batch3,ACH-001374,3
HT29-311Cas9_RepA_p6 AVANA_batch3,ACH-000552,3
HT29-311Cas9_RepB_p6 AVANA_batch3,ACH-000552,3
L363-311Cas9_RepA_p6_batch3,ACH-000183,3
"Avana 4+ Hu pDNA (M-AA40, 9/30/15) (0.2pg/uL)_batch3",,3
L363-311Cas9_RepB_p6_batch3,ACH-000183,3
JOPACA1-311cas9_RepA_p6_batch3,ACH-001353,3
JOPACA1-311cas9_RepB_p6_batch3,ACH-001353,3
UMUC14-311Cas9_RepA_p6_batch3,ACH-001408,3
UMUC14-311Cas9_RepB_p6_batch3,ACH-001408,3
SNU719-311cas9_RepA_p4_batch3,ACH-000898,3
SNU719-311cas9_RepB_p4_batch3,ACH-000898,3
NCIH28-311Cas9_RepA_p6_batch3,ACH-000648,3
NCIH28-311Cas9_RepB_p6_batch3,ACH-000648,3
RD-ES-311Cas9_RepA_p6_batch3,ACH-000041,3
RD-ES-311Cas9_RepB_p6_batch3,ACH-000041,3
UmUC11-311Cas9_RepA_p6_batch3,ACH-001413,3
UmUC11-311Cas9_RepB_p6_batch3,ACH-001413,3
AMO1-311Cas9_RepA_p6_batch3,ACH-000838,3
BICR78-311Cas9_RepA_p6_batch3,ACH-001332,3
BICR78-311Cas9_RepB_p6_batch3,ACH-001332,3
SCC4-311cas9_RepA_p6_batch3,ACH-000238,3
SCC4-311cas9_RepB_p6_batch3,ACH-000238,3
HUNS1-311Cas9_RepA_p6_batch3,ACH-000829,3
HUNS1-311Cas9_RepB_p6_batch3,ACH-000829,3
Rh28-311Cas9_RepA_p5_batch3,ACH-001740,3
Rh28-311Cas9_RepB_p5_batch3,ACH-001740,3
Rh28-311Cas9_RepC_p5_batch3,ACH-001740,3
SW579-311Cas9_RepA_p6_batch3,ACH-000163,3
SW579-311Cas9_RepB_p6_batch3,ACH-000163,3
EW8-311Cas9_RepA_p6_batch3,ACH-000499,3
EW8-311Cas9_RepB_p6_batch3,ACH-000499,3
CASKI-311Cas9_RepA_p6_batch3,ACH-001336,3
CASKI-311Cas9_RepB_p6_batch3,ACH-001336,3
CASKI-311Cas9_RepC_p6_batch3,ACH-001336,3
KYO1-311Cas9_RepA_p6_batch3,ACH-000604,3
KYO1-311Cas9_RepB_p6_batch3,ACH-000604,3
H103-311cas9_RepA_p6_batch3,ACH-001346,3
H103-311cas9_RepB_p6_batch3,ACH-001346,3
PACADD165-311cas9_RepA_p6_batch3,ACH-001380,3
PACADD165-311cas9_RepB_p6_batch3,ACH-001380,3
C-33 A-311Cas9_RepA_p6_batch3,ACH-001333,3
C-33 A-311Cas9_RepB_p6_batch3,ACH-001333,3
YAMATO-311Cas9_RepA_p6_batch3,ACH-001277,3
YAMATO-311Cas9_RepB_p6_batch3,ACH-001277,3
EM-2-311Cas9_RepA_p6_batch3,ACH-000295,3
EM-2-311Cas9_RepB_p6_batch3,ACH-000295,3
RhJT-311Cas9_RepA_p6_batch3,ACH-001745,3
RhJT-311Cas9_RepB_p6_batch3,ACH-001745,3
RhJT-311Cas9_RepC_p6_batch3,ACH-001745,3
BL70-311cas9_RepB_p6_batch3,ACH-000402,3
SKGT4-311cas9_RepA_p6_batch3,ACH-001654,3
SKGT4-311cas9_RepB_p6_batch3,ACH-001654,3
Rh4-311Cas9_RepA_p6_batch3,ACH-001765,3
Rh4-311Cas9_RepB_p6_batch3,ACH-001765,3
Rh4-311Cas9_RepC_p6_batch3,ACH-001765,3
JMURTK2-311cas9_RepA_p5_batch3,ACH-001532,3
JMURTK2-311cas9_RepB_p5_batch3,ACH-001532,3
MCC26-311cas9_RepA_p5_batch3,ACH-001552,3
MCC26-311cas9_RepB_p5_batch3,ACH-001552,3
COV413A-311Cas9_RepA_p4_batch3,ACH-001340,3
COV413A-311Cas9_RepB_p4_batch3,ACH-001340,3
UMUC13-311cas9_RepA_p6_batch3,ACH-001407,3
UMUC13-311cas9_RepB_p6_batch3,ACH-001407,3
SNU-1041-311Cas9_RepA_p6_batch3,ACH-000618,3
SNU-1041-311Cas9_RepB_p6_batch3,ACH-000618,3
PACADD137-311cas9_RepA_p6_batch3,ACH-001377,3
PACADD137-311cas9_RepB_p6_batch3,ACH-001377,3
YD8-311Cas9_RepA_p6_batch3,ACH-000630,3
YD8-311Cas9_RepB_p6_batch3,ACH-000630,3
OACM51-311Cas9_RepA_p6_batch3,ACH-001368,3
OACM51-311Cas9_RepB_p6_batch3,ACH-001368,3
YD-15-311cas9_RepA_p6_batch3,ACH-000836,3
YD-15-311cas9_RepB_p6_batch3,ACH-000836,3
ESO26-311cas9_RepA_p6_batch3,ACH-001496,3
ESO26-311cas9_RepB_p6_batch3,ACH-001496,3
HDMY7-311Cas9_RepA_p6_batch3,ACH-000190,3
HDMY7-311Cas9_RepB_p6_batch3,ACH-000190,3
MON-311Cas9_RepA_p6_batch3,ACH-001128,3
MON-311Cas9_RepB_p6_batch3,ACH-001128,3
BT-16-311Cas9_RepA_p6_batch3,ACH-001020,3
BT-16-311Cas9_RepB_p6_batch3,ACH-001020,3
BT-12-311Cas9_RepA_p6_batch3,ACH-000160,3
BT-12-311Cas9_RepB_p6_batch3,ACH-000160,3
MCC13-311cas9_RepA_p6_batch3,ACH-001550,3
MCC13-311cas9_RepB_p6_batch3,ACH-001550,3
TTC549-311Cas9_RepA_p6_batch3,ACH-001211,3
TTC549-311Cas9_RepB_p6_batch3,ACH-001211,3
SK-UT-1-311Cas9_RepA_p6_batch3,ACH-000939,3
SK-UT-1-311Cas9_RepB_p6_batch3,ACH-000939,3
KE97-311Cas9_RepA_p6_batch3,ACH-000167,3
KE97-311Cas9_RepB_p6_batch3,ACH-000167,3
PECAPJ49-311cas9_RepA_p6_batch3,ACH-000735,3
PECAPJ49-311cas9_RepB_p6_batch3,ACH-000735,3
FLO1-311cas9_RepA_p6_batch3,ACH-001500,3
FLO1-311cas9_RepB_p6_batch3,ACH-001500,3
G402-311Cas9_RepA_p6_batch3,ACH-000375,3
G402-311Cas9_RepB_p6_batch3,ACH-000375,3
HSC1-311Cas9_RepA_P6_batch3,ACH-001523,3
HSC1-311Cas9_RepB_P6_batch3,ACH-001523,3
MEL202-311cas9_RepA_p6_batch3,ACH-001554,3
MEL202-311cas9_RepB_p6_batch3,ACH-001554,3
SNU46-311Cas9_RepA_p6_batch3,ACH-000500,3
SUM159PT-311Cas9_RepA_p5_batch3,ACH-001391,3
Blue1-311cas9_RepA_p6_batch3,ACH-001450,3
Blue1-311cas9_RepB_p6_batch3,ACH-001450,3
NMB-311cas9_RepA_p6_batch3,ACH-001367,3
NMB-311cas9_RepB_p6_batch3,ACH-001367,3
TC-71-311Cas9_RepA_p6_batch3,ACH-000424,3
TC-71-311Cas9_RepB_p6_batch3,ACH-000424,3
LAN2-311Cas9_RepA_p5_batch3,ACH-001354,3
SK-NEP-1-311ca9_RepA_p6_batch3,ACH-001192,3
SK-NEP-1-311ca9_RepB_p6_batch3,ACH-001192,3
HuCCT1-311cas9_RepA_p6_batch3,ACH-000976,3
HuCCT1-311cas9_RepB_p6_batch3,ACH-000976,3
SW1271-311cas9_RepA_p6_batch3,ACH-000890,3
SW1271-311cas9_RepB_p6_batch3,ACH-000890,3
TTC642-311Cas9_RepA_p6_batch3,ACH-001212,3
TTC642-311Cas9_RepB_p6_batch3,ACH-001212,3
SF539-311cas9_RepA_p6_batch3,ACH-000273,3
SF539-311cas9_RepB_p6_batch3,ACH-000273,3
NB1643-311Cas9_RepA_p4_batch3,ACH-001303,3
NB1643-311Cas9_RepB_p4_batch3,ACH-001303,3
TTC442-311cas9_RepA_p6_batch3,ACH-001750,3
TTC442-311cas9_RepB_p6_batch3,ACH-001750,3
Avana4pDNA20160601-311cas9 RepG09_batch2,,2
Avana4pDNA20160601-311cas9 RepG10_batch2,,2
Avana4pDNA20160601-311cas9 RepG11_batch2,,2
Avana4pDNA20160601-311cas9 RepG12_batch2,,2
PACADD119-311cas9_RepA_p6_batch3,ACH-001375,3
PACADD119-311cas9_RepB_p6_batch3,ACH-001375,3
KKU100-311cas9_RepA_p6_batch3,ACH-001536,3
KKU100-311cas9_RepB_p6_batch3,ACH-001536,3
SNU869-311Cas9_RepA_p4_batch3,ACH-000182,3
Y79-311Cas9_RepA_p6_batch3,ACH-001295,3
Y79-311Cas9_RepB_p6_batch3,ACH-001295,3
SEKI-311cas9_RepA_p6_batch3,ACH-001645,3
SEKI-311cas9_RepB_p6_batch3,ACH-001645,3
SCMCRM2-311cas9_RepA_p6_batch3,ACH-001184,3
SCMCRM2-311cas9_RepB_p6_batch3,ACH-001184,3
"Avana 4+ Hu pDNA (M-AA40, 9/30/15) 0.2pg/uL_batch3",,3
CAL72-311cas9_RepA_p6_batch3,ACH-001715,3
CAL72-311cas9_RepB_p6_batch3,ACH-001715,3
SNU-1066-311Cas9_RepA_p6_batch3,ACH-000682,3
SNU-1066-311Cas9_RepB_p6_batch3,ACH-000682,3
NCI-H1155-311Cas9_RepA_p5_batch3,ACH-000980,3
NCI-H1155-311Cas9_RepB_p5_batch3,ACH-000980,3
HKA1-311cas9_RepA_p5_batch3,ACH-001521,3
NCIH1793-2Acas9-RepA-p6_batch3,ACH-000888,3
NCIH1793-2Acas9-RepB-p6_batch3,ACH-000888,3
"Avana 4+ Hu pDNA (M-AF34, 11/27/18) 0.2pg/uL_batch3",,3
